date,articleNo,title,type,deposit,rent,area_m2,floor,address,roadAddress,jibunAddress,manageFee,availableDate,options,imagesCount,description,realtor,postedYmd,updatedYmd,link
"2025-08-25","2545787315","일반원룸","원룸","1,000","35","16.5","7/9","","","","15만원","즉시입주 협의 가능","원룸
집주인
확인매물 2025. 08. 25.
기본 정보
보증금/월세
1,000
/
35만원","3","","네모부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2545787315"
"2025-08-25","2545798470","일반원룸","원룸","1,000","42","15","1/3","","","","5만원","즉시입주 협의 가능","원룸. 역세권 도보거리. 계남공원 산책로有
집주인
확인매물 2025. 08. 25.
기본 정보
보증금/월세
1,000
/
42만원
융자금
없음","3","","래미안공인중개사사무소","","","https://m.land.naver.com/article/info/2545798470"
"2025-08-25","2545467272","일반원룸","원룸","500","36","15","저/3","","","","5만원","즉시입주 협의 가능","원룸 바닥","3","","래미안공인중개사사무소","","","https://m.land.naver.com/article/info/2545467272"
"2025-08-25","2545390001","일반원룸","원룸","1억","20","13.67","5/12","","","","6만 5,000원","2025년 09월 30일 협의 가능","모든 대출 가능한 원룸 반전세 매물
집주인
확인매물 2025. 08. 22.
기본 정보
보증금/월세
1억
/
20만원","3","","부동산119공인중개사 사무소","","","https://m.land.naver.com/article/info/2545390001"
"2025-08-25","2545122463","오피스텔","원룸","8,900","9","18.14","3/9","","","","8만 5,000원","2025년 09월 15일 협의 가능","","3","","래미안복덕방부동산중개","","","https://m.land.naver.com/article/info/2545122463"
"2025-08-25","2545121951","일반원룸","원룸","8,900","9","18.14","3/9","","","","8만 5,000원","2025년 09월 15일 협의 가능","","3","","래미안복덕방부동산중개","","","https://m.land.naver.com/article/info/2545121951"
"2025-08-25","2544842541","일반원룸","원룸","3,000","43","16.54","10/14","","","","9만원","즉시입주 협의 가능","원룸
집주인
확인매물 2025. 08. 20.
기본 정보
보증금/월세
3,000
/
43만원","3","","네모부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2544842541"
"2025-08-25","2545200618","도시형생활주택","원룸","1억","20","13.67","6/12","","","","6만 5,000원","2025년 10월 25일 협의 가능","원룸
집주인
확인매물 2025. 08. 21.
기본 정보
보증금/월세
1억
/
20만원
융자금
없음","3","","대방디엠시티공인중개사사무소","","","https://m.land.naver.com/article/info/2545200618"
"2025-08-25","2544840044","오피스텔","원룸","8,700","7","18.14","2/9","","","","6만 5,000원","즉시입주 협의 가능","원룸
집주인
확인매물 2025. 08. 20.
기본 정보
보증금/월세
8,700
/
7만원","3","","네모부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2544840044"
"2025-08-25","2545159861","도시형생활주택","원룸","1억","20","12.85","7/12","","","","6만 5,000원","2025년 09월 초순 협의 가능","원룸
집주인
확인매물 2025. 08. 21.
기본 정보
보증금/월세
1억
/
20만원","3","","대방디엠시티공인중개사사무소","","","https://m.land.naver.com/article/info/2545159861"
"2025-08-25","2544819998","도시형생활주택","원룸","8,200","30","19.9","고/13","","","","13만원","즉시입주 협의 가능","2025. 8. 20. 최초게재
부동산써브 제공
허위 매물 신고하기
건축물 정보
로딩중
시설 정보
시설 더보기
주변 분양단지
로딩중","3","","래미안복덕방부동산중개","","","https://m.land.naver.com/article/info/2544819998"
"2025-08-25","2544819970","도시형생활주택","원룸","7,500","17","14.91","10/13","","","","11만원","2025년 10월 21일","","3","","래미안복덕방부동산중개","","","https://m.land.naver.com/article/info/2544819970"
"2025-08-25","2544815105","일반원룸","원룸","1,000","50","15.27","저/15","","","","7만원","2025년 08월 28일 협의 가능","","3","","래미안복덕방부동산중개","","","https://m.land.naver.com/article/info/2544815105"
"2025-08-25","2544809609","일반원룸","원룸","3,000","40","23.94","3/10","","","","19만원","즉시입주 협의 가능","원룸
집주인
확인매물 2025. 08. 20.
기본 정보
보증금/월세
3,000
/
40만원","3","","히트공인중개사사무소","","","https://m.land.naver.com/article/info/2544809609"
"2025-08-25","2544409482","일반원룸","원룸","3,000","35","19","2/2","","","","3만원","즉시입주 협의 가능","깔끔
집주인
확인매물 2025. 08. 18.
기본 정보
보증금/월세
3,000
/
35만원","1","","신정뉴타운부동산중개인사무소","","","https://m.land.naver.com/article/info/2544409482"
"2025-08-25","2544317862","일반원룸","원룸","4,000","50","17.27","2/12","","","","6만원","2025년 09월 15일 협의 가능","원룸
집주인
확인매물 2025. 08. 18.
기본 정보
보증금/월세
4,000
/
50만원","3","","네모부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2544317862"
"2025-08-25","2544571417","도시형생활주택","원룸","8,200","30","19.9","13/13","","","","13만원","즉시입주","초 역세권 즉시","3","","히트공인중개사사무소","","","https://m.land.naver.com/article/info/2544571417"
"2025-08-25","2544790153","도시형생활주택","원룸","8,200","29","19.9","13/13","","","","13만원","즉시입주 협의 가능","복층 원룸 월세 매물입니다.","3","✅ 까치산역 도보 1분 거리에","코끼리부동산공인중개사사무소","","","https://m.land.naver.com/article/info/2544790153"
